Price Period,Town,Super,Diesel,Kerosene
July 15th 2023 - August 14th 2023,Lomut,197.55827063214656,182.92290194160498,172.77687746678498
July 15th 2023 - August 14th 2023,Burgich,196.26458284097708,181.62921415043553,171.4831896756155
July 15th 2023 - August 14th 2023,Sigor,196.40433421637167,181.76896552583008,171.62294105101006
July 15th 2023 - August 14th 2023,Lodwar,199.0156600737895,184.38029138324794,174.2342669084279
July 15th 2023 - August 14th 2023,Kakuma,200.72860199114265,186.09323330060113,175.94720882578108
July 15th 2023 - August 14th 2023,Lokichar,197.94357448325135,183.3082057927098,173.17218131788974
July 15th 2023 - August 14th 2023,Kalokol,199.83219318861742,185.2068244980759,175.06080002325584
July 15th 2023 - August 14th 2023,Lokori,198.33887833435614,183.70350964381456,173.55748516899453
July 15th 2023 - August 14th 2023,Lokitaung,202.93264885991624,188.29728016937466,178.15125569455464
July 15th 2023 - August 14th 2023,Kapedo,197.55827063214656,182.92290194160498,172.77687746678498
July 15th 2023 - August 14th 2023,Malaba,195.77545302709612,181.15008433655458,171.00405986173453
July 15th 2023 - August 14th 2023,Lokichogio,202.00031464477263,187.3649459542311,177.21892147941105
July 15th 2023 - August 14th 2023,Ziwa,194.73731771163688,180.10194902109535,169.9559245462753
July 15th 2023 - August 14th 2023,Soy,194.52769064854505,179.8923219580035,169.74629748318344
July 15th 2023 - August 14th 2023,Moi's Bridge,194.59756633624232,179.96219764570077,169.81617317088075
July 15th 2023 - August 14th 2023,Turbo,194.4697900983872,179.84442140784563,169.6983969330256
July 15th 2023 - August 14th 2023,Kibish,203.18820133562645,188.5528326450849,178.40680817026487
July 15th 2023 - August 14th 2023,Nakalale,201.9184638195359,187.28309512899432,177.13707065417432
July 15th 2023 - August 14th 2023,Loima,198.07135072110646,183.4359820305649,173.28995755574488
July 15th 2023 - August 14th 2023,Lokiriama,199.7503423633807,185.1149736728391,174.9689491980191
July 15th 2023 - August 14th 2023,Kainuk,196.75371265485808,182.11834396431652,171.9723194894965
July 15th 2023 - August 14th 2023,Kacheliba,196.03100550280632,181.39563681226477,171.24961233744474
July 15th 2023 - August 14th 2023,Kiwawa,196.6838369671608,182.04846827661925,171.90244380179922
July 15th 2023 - August 14th 2023,Ortum,196.24063256589818,181.60526387535663,171.4592394005366
July 15th 2023 - August 14th 2023,Kachibora,194.9469447747287,180.31157608418715,170.16555160936713
July 15th 2023 - August 14th 2023,Kwanza,195.70557733939884,181.08020864885728,170.93418417403723
July 15th 2023 - August 14th 2023,Kaplamai,194.97089504980767,180.3355263592661,170.19950188444605
July 15th 2023 - August 14th 2023,Eldama Ravine,195.41409945107023,180.78873076052867,170.64270628570864
July 15th 2023 - August 14th 2023,Tenges,195.57582596400425,180.94045727346273,170.79443279864267
July 15th 2023 - August 14th 2023,Barwessa,195.6936022018594,181.0582335113178,170.91220903649779
July 15th 2023 - August 14th 2023,Kipsaraman,196.67186182962135,182.03649313907982,171.89046866425977
July 15th 2023 - August 14th 2023,Loruk,196.53211045422677,181.89674176368524,171.7507172888652
July 15th 2023 - August 14th 2023,Kabartonjo,195.41409945107023,180.78873076052867,170.64270628570864
July 15th 2023 - August 14th 2023,Tindiret,195.48397513876753,180.85860644822594,170.71258197340595
July 15th 2023 - August 14th 2023,O'lessos,194.59756633624232,179.96219764570077,169.81617317088075
July 15th 2023 - August 14th 2023,Kobujoi,195.02879559996546,180.3934269094239,170.24740243460386
July 15th 2023 - August 14th 2023,Serem,195.11064642520222,180.47527773466066,170.32925325984064
July 15th 2023 - August 14th 2023,Kabiyet,194.52769064854505,179.8923219580035,169.74629748318344
July 15th 2023 - August 14th 2023,Cheptulu,194.9828701873471,180.35750149680553,170.2114770219855
July 15th 2023 - August 14th 2023,Songor,195.57582596400425,180.94045727346273,170.79443279864267
July 15th 2023 - August 14th 2023,Kapcherop,195.1805221128995,180.5451534223579,170.3991289475379
July 15th 2023 - August 14th 2023,Sambalat,195.9152044024907,181.27983571194915,171.1438112371291
July 15th 2023 - August 14th 2023,Arror,195.54187568892536,180.9065069983838,170.76048252356378
July 15th 2023 - August 14th 2023,Tot,195.76347788955667,181.12810919901509,170.9820847241951
July 15th 2023 - August 14th 2023,Kaptarakwa,194.73731771163688,180.10194902109535,169.9559245462753
July 15th 2023 - August 14th 2023,Kapese,197.90764907063297,183.27228038009142,173.12625590527136
July 15th 2023 - August 14th 2023,Kalemngorok,197.25481760627852,182.61944891573694,172.47342444091692
July 15th 2023 - August 14th 2023,Marich,196.15878174066145,181.5234130501199,171.37738857529985
July 15th 2023 - August 14th 2023,Alale,196.6838369671608,182.04846827661925,171.90244380179922
July 15th 2023 - August 14th 2023,Kunyao,196.32248339113494,181.68711470059338,171.54109022577333
July 15th 2023 - August 14th 2023,Asilong,195.87927898987232,181.24391029933076,171.0978858245107
July 15th 2023 - August 14th 2023,Orolwo,195.9152044024907,181.27983571194915,171.1438112371291
July 15th 2023 - August 14th 2023,Sebit,195.86730385233287,181.23193516179128,171.08591068697126
July 15th 2023 - August 14th 2023,Morpus,195.76347788955667,181.12810919901509,170.9820847241951
July 15th 2023 - August 14th 2023,Chepkorniswo,195.63570165170154,181.01033296116,170.86430848633995
July 15th 2023 - August 14th 2023,Kaibichbich,195.58780110154373,180.9524324110022,170.80640793618215
July 15th 2023 - August 14th 2023,Keringet,195.29632321321515,180.6609545226736,170.51493004785357
July 15th 2023 - August 14th 2023,Kisumu,194.52268138728232,179.88735269674072,169.7412882219207
July 15th 2023 - August 14th 2023,Sondu,194.6373767213528,180.00204803081118,169.8559835559912
July 15th 2023 - August 14th 2023,Oyugis,195.15404935157454,180.51872066103292,170.3726561862129
July 15th 2023 - August 14th 2023,Kakamega,194.57827865744105,179.94294996689945,169.7968854920794
July 15th 2023 - August 14th 2023,Mumias,194.87334908703147,180.2380203964899,170.09195592166986
July 15th 2023 - August 14th 2023,Bondo,194.74796787668424,180.11263918614267,169.96657471132264
July 15th 2023 - August 14th 2023,Siaya,194.88053416955512,180.24520547901352,170.0991410041935
July 15th 2023 - August 14th 2023,Kericho,195.07339604009175,180.43806734955012,170.29200287473014
July 15th 2023 - August 14th 2023,Nyamira,195.14087670028113,180.50554800973956,170.35948353491952
July 15th 2023 - August 14th 2023,Kisii,195.4682800012281,180.8329513106865,170.68688683586646
July 15th 2023 - August 14th 2023,Sotik,195.29020818570726,180.6548794951657,170.50881502034565
July 15th 2023 - August 14th 2023,Keroka,195.48025513876755,180.84492644822592,170.70886197340593
July 15th 2023 - August 14th 2023,Busia,195.45630486368864,180.82097617314702,170.674911698327
July 15th 2023 - August 14th 2023,Homabay,195.3984043135308,180.76307562298922,170.61701114816918
July 15th 2023 - August 14th 2023,Migori,196.31876339113495,181.68343470059335,171.53737022577332
July 15th 2023 - August 14th 2023,Isebania,196.622216417003,181.9868877264614,171.84082325164135
July 15th 2023 - August 14th 2023,Bomet,195.7238324769383,181.08850378639667,170.94243931157666
July 15th 2023 - August 14th 2023,Muhoroni,194.76473306923947,180.1394043786979,169.99333990387785
July 15th 2023 - August 14th 2023,Mbita,195.38642917599134,180.75110048544974,170.60503601062973
July 15th 2023 - August 14th 2023,Mbale,194.52268138728232,179.88735269674072,169.7412882219207
July 15th 2023 - August 14th 2023,Etago,196.0851860529642,181.4498573624226,171.30379288760255
July 15th 2023 - August 14th 2023,Magenche,196.19098715327982,181.5556584627382,171.40959398791819
July 15th 2023 - August 14th 2023,Kilgoris,196.01531036526688,181.37998167472531,171.23391719990528
July 15th 2023 - August 14th 2023,Malava,194.90927449964983,180.28394580910822,170.1378813342882
July 15th 2023 - August 14th 2023,Lugari,195.3285286258335,180.69319993529194,170.5471354604719
July 15th 2023 - August 14th 2023,Rodi Kopany,195.4682800012281,180.8329513106865,170.68688683586646
July 15th 2023 - August 14th 2023,Ndhiwa,195.75975788955668,181.12442919901505,170.97836472419505
July 15th 2023 - August 14th 2023,Rangwe,195.45630486368864,180.82097617314702,170.674911698327
July 15th 2023 - August 14th 2023,Sindo,195.4682800012281,180.8329513106865,170.68688683586646
July 15th 2023 - August 14th 2023,Awasi,194.48804523592668,179.85271654538508,169.70665207056507
July 15th 2023 - August 14th 2023,Ahero,194.52268138728232,179.88735269674072,169.7412882219207
July 15th 2023 - August 14th 2023,Ugunja,194.9791501873471,180.3538214968055,170.2077570219855
July 15th 2023 - August 14th 2023,Asembo,194.6058214737818,179.97049278324016,169.82442830842018
July 15th 2023 - August 14th 2023,Usenge,195.11890156274168,180.48357287220006,170.34750839738007
July 15th 2023 - August 14th 2023,Harambee,194.56989606116343,179.93456737062183,169.7885028958018
July 15th 2023 - August 14th 2023,Muhuru Bay,196.47048990406896,181.83516121352733,171.68909673870735
July 15th 2023 - August 14th 2023,Kehancha,196.71604237977917,182.0907136892376,171.94464921441755
July 15th 2023 - August 14th 2023,Ntimaru,197.05344568072616,182.41811699018453,172.27205251536452
July 15th 2023 - August 14th 2023,Rongo,195.73580761447778,181.10047892393615,170.95441444911614
July 15th 2023 - August 14th 2023,Kaspokwony,195.6898822018594,181.05455351131778,170.90848903649777
July 15th 2023 - August 14th 2023,Chwele,195.63198165170155,181.00665296115997,170.86058848633994
July 15th 2023 - August 14th 2023,Kimilili,195.55013082646482,180.9148021359232,170.76873766110322
July 15th 2023 - August 14th 2023,Nambale,195.45630486368864,180.82097617314702,170.674911698327
July 15th 2023 - August 14th 2023,SioPort,195.4443297261492,180.8090010356076,170.66293656078756
July 15th 2023 - August 14th 2023,Port Bunyala,195.50223027630702,180.8669015857654,170.7208371109454
July 15th 2023 - August 14th 2023,Funyula,195.3045783507546,180.66924966021304,170.523185185393
July 15th 2023 - August 14th 2023,Ogembo,195.63198165170155,181.00665296115997,170.86058848633994
July 15th 2023 - August 14th 2023,Nyangusu,195.91148440249071,181.27615571194912,171.13009123712908
July 15th 2023 - August 14th 2023,Sengera,195.82963357725396,181.19430488671236,171.04824041189235
July 15th 2023 - August 14th 2023,Keumbu,195.53815568892537,180.90282699838377,170.75676252356376
July 15th 2023 - August 14th 2023,Marani,195.22272752551788,180.58739883497626,170.44133436015625
July 15th 2023 - August 14th 2023,Kerina,195.60803137662265,180.97270268608108,170.82663821126104
July 15th 2023 - August 14th 2023,Ikonge,194.90927449964983,180.28394580910822,170.1378813342882
July 15th 2023 - August 14th 2023,Nyansiongo,195.340503763373,180.7151750728314,170.56911059801138
15th July 2022 - 14th August 2022,Mombasa,156.86,137.76,125.69
15th July 2022 - 14th August 2022,Kilifi,157.57,138.47,126.41
15th July 2022 - 14th August 2022,Likoni Mainland,157.22,138.11,126.05
15th July 2022 - 14th August 2022,Kwale,157.22,138.11,126.05
15th July 2022 - 14th August 2022,Malindi,157.78,138.67,126.61
15th July 2022 - 14th August 2022,Lungalunga,157.93,138.83,126.76
15th July 2022 - 14th August 2022,Voi,158.34,139.24,127.17
15th July 2022 - 14th August 2022,Taveta,159.75,140.64,128.58
15th July 2022 - 14th August 2022,Lamu,160.16,141.06,129.0
15th July 2022 - 14th August 2022,Hola,160.45,141.34,129.28
15th July 2022 - 14th August 2022,Mpeketoni,160.16,141.06,129.0
15th July 2022 - 14th August 2022,Minjila,159.13,140.02,127.96
15th July 2022 - 14th August 2022,Garsen,159.22,140.11,128.05
15th July 2022 - 14th August 2022,Samburu,157.16,138.06,126.0
15th July 2022 - 14th August 2022,Taru,157.34,138.24,126.18
15th July 2022 - 14th August 2022,Mwatate,158.68,139.57,127.51
15th July 2022 - 14th August 2022,Wundanji,158.84,139.74,127.68
15th July 2022 - 14th August 2022,Kaloleni,157.01,137.92,125.85
15th July 2022 - 14th August 2022,Marereni,158.44,139.34,127.27
15th July 2022 - 14th August 2022,Nairobi,159.12,140.0,127.94
15th July 2022 - 14th August 2022,Thika,159.12,140.01,127.94
15th July 2022 - 14th August 2022,Machakos,159.36,140.24,128.18
15th July 2022 - 14th August 2022,Kajiado,159.54,140.42,128.36
15th July 2022 - 14th August 2022,Makuyu,159.41,140.29,128.23
15th July 2022 - 14th August 2022,Muranga,159.64,140.52,128.46
15th July 2022 - 14th August 2022,Sagana,159.85,140.75,128.68
15th July 2022 - 14th August 2022,Embu,160.22,141.1,129.04
15th July 2022 - 14th August 2022,Kerugoya,160.14,141.03,128.97
15th July 2022 - 14th August 2022,Narok,160.5,141.4,129.33
15th July 2022 - 14th August 2022,Nyeri,160.49,141.37,129.31
15th July 2022 - 14th August 2022,Namanga,160.66,141.55,129.48
15th July 2022 - 14th August 2022,Kiganjo,160.46,141.34,129.28
15th July 2022 - 14th August 2022,Chuka,160.75,141.63,129.57
15th July 2022 - 14th August 2022,Kitui,160.65,141.54,129.47
15th July 2022 - 14th August 2022,Mwingi,161.03,141.93,129.86
15th July 2022 - 14th August 2022,Nanyuki,161.05,141.94,129.87
15th July 2022 - 14th August 2022,Nkubu,162.01,142.91,130.84
15th July 2022 - 14th August 2022,Mtito Andei,161.55,142.44,130.38
15th July 2022 - 14th August 2022,Meru,162.21,143.1,131.04
15th July 2022 - 14th August 2022,Isiolo,162.07,142.96,130.89
15th July 2022 - 14th August 2022,Maua,162.66,143.56,131.49
15th July 2022 - 14th August 2022,Garissa,163.29,144.17,132.11
15th July 2022 - 14th August 2022,Marsabit,166.97,147.85,135.79
15th July 2022 - 14th August 2022,Liboi,166.05,146.94,134.87
15th July 2022 - 14th August 2022,Moyale,168.55,149.44,137.37
15th July 2022 - 14th August 2022,Sololo,167.61,148.49,136.43
15th July 2022 - 14th August 2022,Habaswein,165.98,146.86,134.8
15th July 2022 - 14th August 2022,Dadaab,164.67,145.55,133.49
15th July 2022 - 14th August 2022,Tarbaj,168.22,149.12,137.04
15th July 2022 - 14th August 2022,Elwak,169.83,150.72,138.65
15th July 2022 - 14th August 2022,Wajir,168.38,149.27,137.21
15th July 2022 - 14th August 2022,Modogashe,166.12,147.0,134.94
15th July 2022 - 14th August 2022,Mandera,172.15,153.05,140.98
15th July 2022 - 14th August 2022,Matuu,160.02,140.9,128.84
15th July 2022 - 14th August 2022,Merti,164.46,145.35,133.29
15th July 2022 - 14th August 2022,Oldonyiro,161.47,142.36,130.29
15th July 2022 - 14th August 2022,Eldas,170.16,151.04,138.98
15th July 2022 - 14th August 2022,Bute,167.19,148.08,136.02
15th July 2022 - 14th August 2022,Hadado,165.78,146.67,134.6
15th July 2022 - 14th August 2022,Mai Mahiu,159.24,140.12,128.06
15th July 2022 - 14th August 2022,Doldo,161.81,142.7,130.63
15th July 2022 - 14th August 2022,Lamuria,160.93,141.82,129.75
15th July 2022 - 14th August 2022,Sipili,161.8,142.68,130.62
15th July 2022 - 14th August 2022,Marimanti,161.42,142.31,130.25
15th July 2022 - 14th August 2022,Mutuobare,160.76,141.65,129.58
15th July 2022 - 14th August 2022,North Horr,167.93,148.82,136.75
15th July 2022 - 14th August 2022,Maikona,166.55,147.43,135.37
15th July 2022 - 14th August 2022,Kalacha,167.09,147.97,135.91
15th July 2022 - 14th August 2022,Loyangalani,167.15,148.04,135.97
15th July 2022 - 14th August 2022,Turbi,166.96,147.84,135.78
15th July 2022 - 14th August 2022,Laisamis,164.16,145.06,132.98
15th July 2022 - 14th August 2022,Merille,163.87,144.75,132.69
15th July 2022 - 14th August 2022,Korr,165.11,146.0,133.93
15th July 2022 - 14th August 2022,Nakuru,158.64,139.83,127.79
15th July 2022 - 14th August 2022,Gilgil,158.61,139.79,127.76
15th July 2022 - 14th August 2022,Mogotio,158.6,139.78,127.74
15th July 2022 - 14th August 2022,Molo,158.69,139.86,127.83
15th July 2022 - 14th August 2022,Olenguruone,159.39,140.56,128.53
15th July 2022 - 14th August 2022,Londiani,158.9,140.09,128.05
15th July 2022 - 14th August 2022,Nyahururu,158.89,140.08,128.04
15th July 2022 - 14th August 2022,Archers Post,161.88,143.06,131.03
15th July 2022 - 14th August 2022,Lodosoit,162.98,144.16,132.13
15th July 2022 - 14th August 2022,Naivasha,158.97,140.15,128.11
15th July 2022 - 14th August 2022,Marigat,159.38,140.55,128.51
15th July 2022 - 14th August 2022,Kabarnet ,159.86,141.04,129.01
15th July 2022 - 14th August 2022,Maralal,160.95,142.13,130.1
15th July 2022 - 14th August 2022,Wamba,161.79,142.97,130.93
15th July 2022 - 14th August 2022,Rumuruti,159.43,140.62,128.58
